NACA007
1.000000 -0.000000
0.989899 0.000851
0.979798 0.001691
0.969697 0.002520
0.959596 0.003338
0.949495 0.004146
0.939394 0.004944
0.929293 0.005732
0.919192 0.006511
0.909091 0.007279
0.898990 0.008038
0.888889 0.008788
0.878788 0.009529
0.868687 0.010260
0.858586 0.010982
0.848485 0.011696
0.838384 0.012401
0.828283 0.013097
0.818182 0.013785
0.808081 0.014463
0.797980 0.015134
0.787879 0.015796
0.777778 0.016449
0.767677 0.017094
0.757576 0.017731
0.747475 0.018359
0.737374 0.018978
0.727273 0.019589
0.717172 0.020192
0.707071 0.020786
0.696970 0.021371
0.686869 0.021947
0.676768 0.022515
0.666667 0.023073
0.656566 0.023623
0.646465 0.024163
0.636364 0.024694
0.626263 0.025215
0.616162 0.025727
0.606061 0.026228
0.595960 0.026720
0.585859 0.027201
0.575758 0.027672
0.565657 0.028131
0.555556 0.028580
0.545455 0.029017
0.535354 0.029443
0.525253 0.029857
0.515152 0.030258
0.505051 0.030646
0.494949 0.031022
0.484848 0.031384
0.474747 0.031732
0.464646 0.032066
0.454545 0.032385
0.444444 0.032689
0.434343 0.032978
0.424242 0.033249
0.414141 0.033504
0.404040 0.033742
0.393939 0.033962
0.383838 0.034162
0.373737 0.034344
0.363636 0.034505
0.353535 0.034645
0.343434 0.034764
0.333333 0.034860
0.323232 0.034932
0.313131 0.034980
0.303030 0.035003
0.292929 0.034998
0.282828 0.034966
0.272727 0.034905
0.262626 0.034814
0.252525 0.034690
0.242424 0.034534
0.232323 0.034342
0.222222 0.034112
0.212121 0.033844
0.202020 0.033535
0.191919 0.033182
0.181818 0.032782
0.171717 0.032332
0.161616 0.031829
0.151515 0.031269
0.141414 0.030647
0.131313 0.029958
0.121212 0.029194
0.111111 0.028350
0.101010 0.027415
0.090909 0.026378
0.080808 0.025223
0.070707 0.023933
0.060606 0.022479
0.050505 0.020825
0.040404 0.018911
0.030303 0.016643
0.020202 0.013830
0.010101 0.009986
0.000000 0.000000
0.010101 -0.009986
0.020202 -0.013830
0.030303 -0.016643
0.040404 -0.018911
0.050505 -0.020825
0.060606 -0.022479
0.070707 -0.023933
0.080808 -0.025223
0.090909 -0.026378
0.101010 -0.027415
0.111111 -0.028350
0.121212 -0.029194
0.131313 -0.029958
0.141414 -0.030647
0.151515 -0.031269
0.161616 -0.031829
0.171717 -0.032332
0.181818 -0.032782
0.191919 -0.033182
0.202020 -0.033535
0.212121 -0.033844
0.222222 -0.034112
0.232323 -0.034342
0.242424 -0.034534
0.252525 -0.034690
0.262626 -0.034814
0.272727 -0.034905
0.282828 -0.034966
0.292929 -0.034998
0.303030 -0.035003
0.313131 -0.034980
0.323232 -0.034932
0.333333 -0.034860
0.343434 -0.034764
0.353535 -0.034645
0.363636 -0.034505
0.373737 -0.034344
0.383838 -0.034162
0.393939 -0.033962
0.404040 -0.033742
0.414141 -0.033504
0.424242 -0.033249
0.434343 -0.032978
0.444444 -0.032689
0.454545 -0.032385
0.464646 -0.032066
0.474747 -0.031732
0.484848 -0.031384
0.494949 -0.031022
0.505051 -0.030646
0.515152 -0.030258
0.525253 -0.029857
0.535354 -0.029443
0.545455 -0.029017
0.555556 -0.028580
0.565657 -0.028131
0.575758 -0.027672
0.585859 -0.027201
0.595960 -0.026720
0.606061 -0.026228
0.616162 -0.025727
0.626263 -0.025215
0.636364 -0.024694
0.646465 -0.024163
0.656566 -0.023623
0.666667 -0.023073
0.676768 -0.022515
0.686869 -0.021947
0.696970 -0.021371
0.707071 -0.020786
0.717172 -0.020192
0.727273 -0.019589
0.737374 -0.018978
0.747475 -0.018359
0.757576 -0.017731
0.767677 -0.017094
0.777778 -0.016449
0.787879 -0.015796
0.797980 -0.015134
0.808081 -0.014463
0.818182 -0.013785
0.828283 -0.013097
0.838384 -0.012401
0.848485 -0.011696
0.858586 -0.010982
0.868687 -0.010260
0.878788 -0.009529
0.888889 -0.008788
0.898990 -0.008038
0.909091 -0.007279
0.919192 -0.006511
0.929293 -0.005732
0.939394 -0.004944
0.949495 -0.004146
0.959596 -0.003338
0.969697 -0.002520
0.979798 -0.001691
0.989899 -0.000851
1.000000 0.000000
