id,frontalArea(m^2)
00002,2.3710094798821735
00004,1.8222897168222079
00006,1.487903841641743
00007,2.7321035753391993
00008,2.5225421855760897
00009,1.9219901396662686
00011,2.1221750523730023
00013,1.823320861104923
00016,2.095527131662333
00017,1.8358084463236803
00022,2.766722129822059
00023,2.2517316077492535
00024,1.7824730031902374
00027,1.70875392889433
00028,1.4783617004620078
00031,2.9465297196061337
00032,1.7700764417745853
00033,1.6862746638466366
00035,1.902992887123456
00036,1.7803815363095516
00037,1.8481214702218323
00038,2.0837233263639137
00039,1.6247972126387862
00044,1.9368449380380703
00045,1.4807620563087505
00046,1.864123563744178
00048,3.061525158226573
00049,1.8246090068977576
00053,2.5159403620183713
00055,1.3608715769138238
00058,2.863614875242909
00062,1.7040668550389606
00065,2.4595288610901256
00066,1.8102105218135796
00067,1.828222001301321
00068,1.467373263489451
00069,1.789099696405326
00071,1.3815251862955442
00072,1.6792018528346273
00074,1.6739503972251544
00075,2.1024307984254333
00076,1.9148549272576847
00077,2.0986795656014614
00078,1.783916366592334
00079,2.382067507735074
00082,1.5057434503273577
00083,1.5401992770074369
00084,2.4545569765724724
00086,2.2581475924041037
00087,1.439608426468753
00091,2.695353802025287
00093,3.1885299223719388
00096,2.652623568202349
00097,2.991066442423288
00099,2.09518483882322
00101,1.8400374380983018
00103,1.4272373801112115
00104,2.104126686605966
00105,1.6124353632010218
00107,2.2953809656656725
00108,1.6494779193916378
00109,1.4309648794507595
00113,1.5651471276674302
00114,1.7707464569376048
00115,1.6922350188168187
00117,1.651463194401353
00118,1.4647447882809153
00119,1.8749445777695781
00123,2.776994614049524
00125,2.1574045714054955
00126,2.028665810277571
00128,1.3646953784140081
00129,1.443398553012198
00131,1.771013188014009
00132,2.180183713895296
00133,2.4174996378546796
00135,2.385573293077506
00136,2.0058374359654856
00138,2.5690370886408016
00139,1.8156938631979918
00142,2.239324134772468
00143,2.2644034677345286
00144,2.30113109893552
00145,2.092658351248473
00146,1.4918709222351634
00148,1.6727941332453107
00149,1.6880015876270658
00155,1.9201260615443447
00156,1.7941524625567267
00157,1.6983258008298396
00158,1.587484121720539
00159,2.2201066974383603
00161,2.0851609672065274
00164,2.0685155282271697
00165,1.684999321092893
00167,2.159858807462768
00168,1.7264465490591205
00169,2.585548480630241
00171,1.3572460138209432
00172,2.294003886266845
00173,1.8441681003137758
00174,2.951321692531965
00175,2.2235182303505883
00176,2.9708656727496674
00177,2.2775952176504486
00178,1.6948619766086321
00179,2.1204427345978294
00186,1.9217907542386816
00187,2.5814563782801714
00188,2.1717228944136258
00191,2.396660496922156
00192,1.5665909433294927
00194,2.2024156500197094
00196,1.9111998123602958
00198,2.2001272616048175
00199,1.593268438110535
00202,2.3758382002032588
00203,2.64507529236475
00204,2.12416010785267
00205,2.001108278374907
00206,1.8844467948290595
00207,2.467437972366774
00208,2.1131987728435626
00209,2.944097868541993
00213,2.799066315074577
00214,2.9185445868139417
00215,2.278258547338479
00218,1.6800060197880708
00221,1.935087769184159
00222,1.7303615958670935
00223,1.7804954874275283
00224,1.6785398996985579
00225,3.1860598019774344
00231,2.635718740495879
00235,1.9146049942802517
00236,2.278553261122969
00237,1.5856738107220745
00238,2.466755431213482
00242,1.613419716284052
00243,1.565529506849149
00245,1.4179676625021282
00246,3.1041836248202155
00247,1.919610026666907
00251,1.4694174521881154
00252,1.492378012826114
00255,1.7049650304327284
00256,1.6518314091798638
00257,2.222919945839155
00261,2.921449177005285
00263,1.5027358205147971
00264,2.5444337810549422
00265,2.747043274881627
00268,1.8849672888145743
00269,2.0496516070362873
00271,1.3061233178138225
00272,2.246182797590553
00276,2.469942002033364
00277,1.5485753730792986
00278,2.7004756934451084
00281,2.2832130005279785
00284,1.8196621359191405
00285,2.7765897953669434
00288,2.8049115081416764
00289,1.4203845125727441
00291,1.7558903990103267
00292,2.4680945405411787
00293,1.4234430901680761
00294,2.362956610229798
00297,1.5071713755442901
00299,2.2197597479721143
00301,2.2905491113979806
00304,2.958144283878909
00307,2.534817730159669
00308,1.6350356100558667
00312,2.0251237008027503
00313,2.2572571188679635
00314,2.5755241969918163
00316,1.8491101614324772
00318,1.6357853927664692
00319,2.200584289859091
00321,1.5932028133056335
00323,2.423789576014024
00324,1.6808188627428922
00325,2.476594878831756
00326,1.659482719905235
00327,1.5938110690684713
00328,3.001052356738179
00329,2.5064866823089647
00333,2.273932327640898
00334,2.594687729726479
00336,2.341887875628892
00337,1.4630994582075412
00341,2.366551921340574
00347,1.9899959109618404
00348,2.336253124809537
00351,2.4036611745802423
00356,1.6480435348561482
00357,1.5259453142482426
00358,2.2152215922278553
00359,1.922374326481267
00361,1.6009580512819774
00363,1.5846972665283503
00364,2.5587290012914155
00365,1.5117424541770947
00366,2.828671786831714
00367,2.2858889464892074
00368,1.4844329428603589
00369,1.5861044057479357
00371,1.3169638239907373
00372,1.671041397120564
00374,2.651883746074193
00376,2.308139516744695
00377,2.1030432289360705
00378,2.013869837458461
00382,2.3640097418900727
00386,2.39342442551314
00387,2.996579514184911
00388,1.4412697890064357
00389,1.4404499506166226
00391,2.5382020159770193
00392,1.7053830530004843
00394,2.0208944516752028
00396,2.4001589979662845
00398,2.3271273291406405
00399,1.621613501934738
00401,1.8547774092656442
00402,1.8485876914841728
00403,1.9759905101774222
00404,3.0681575890431683
00405,2.9161237366440216
00407,1.553288194317659
00408,2.1207484658060234
00409,1.6642364260958702
00411,1.7077909025015157
00412,2.9319903372245153
00414,2.6374144374010218
00415,2.0388216733016513
00416,1.7909563175293528
00418,3.146636392903415
00419,1.6225025162258337
00424,2.4182160595066504
00426,1.6770015080797926
00432,1.881402920721831
00433,1.3320541453882582
00434,2.318890375941598
00435,2.3478072204223897
00436,2.4869569538371703
00437,1.7257058173477045
00439,1.8564810896997432
00441,1.8155668207167164
00442,1.7210283880046464
00443,1.4503603997053514
00445,1.708464445784068
00446,2.0738608591574903
00447,2.197605351331993
00448,1.668620846743598
00449,1.9903923234730463
00452,1.4399015363123389
00453,1.850072559143406
00454,2.4083721862512952
00455,1.6950810771056182
00458,2.199019785865101
00461,1.4779901813487224
00462,2.6582958781947212
00463,2.2052230453359414
00464,1.4810490821869646
00465,1.6559634444971731
00466,1.8599784675682967
00467,1.6982922893383905
00469,1.7266447772193811
00471,2.0174458134211335
00472,1.6259862392872815
00474,2.3157668453958595
00475,1.7350633322618103
00477,1.7621098667777382
00482,2.5050027438073426
00483,1.7481221213284213
00486,1.4265044283351014
00487,2.4186602409894684
00489,2.3519640949326623
00492,2.1087765098671856
00494,1.496255134422973
00495,1.2875953893351306
00496,2.3803958047186518
00502,2.1734427349085004
00503,1.5751623117675593
00504,2.8578638439056547
00505,2.3431218942893626
00506,2.2727536521887304
00507,1.8318649564066825
00508,1.6274718090650944
00509,1.743872547079072
00511,1.5305455266957773
00514,2.2715806435228862
00515,2.0267805890350745
00516,1.360559622340185
00517,2.149499631181079
00518,2.4492295285541474
00521,1.8812316890626595
00522,2.1727573852602347
00523,2.9303341474560587
00524,1.7178329597537665
00526,1.763700530352408
00528,2.478240642358602
00532,2.2781087622306573
00537,1.9193455820866674
00538,2.6916623814575718
00541,1.8882701321727344
00542,2.2718828051259226
