id,frontalArea(m^2)
00003,2.0584888698888903
00004,3.0294301866912563
00006,1.4144501426251752
00007,2.1724605750702755
00009,1.9420239003002389
00011,1.6644266789922946
00012,1.4018514012225511
00014,1.3702148396912393
00015,2.596698881384069
00017,1.7990027648468871
00021,2.749378929964515
00022,1.9068592495804864
00023,1.6151450989286438
00024,3.0363787362651324
00027,1.3683941592601945
00030,2.6232544842463876
00031,1.94523983533283
00032,1.6401664265306717
00033,1.570684702333926
00034,2.8299300763376856
00035,1.4413782374804087
00036,1.701306149098012
00037,2.198309006481883
00038,1.5926514089513593
00039,1.4073556514672014
00040,1.696334614615666
00041,2.3145915761509364
00042,2.936748887503176
00043,1.3239915643495246
00046,2.5665461782728616
00047,1.6560884906011217
00048,1.7453587527627599
00049,2.4466521792359335
00050,2.3386597300766643
00051,1.4145223861672513
00052,1.3317325215038964
00053,2.7296180460471944
00055,1.6238396771956427
00057,2.4061644720078976
00061,2.7104230934617157
00062,1.5551216098232978
00063,2.1483445530826653
00064,2.019107602038872
00065,2.4308428514078826
00066,1.42404383453503
00068,1.453034064730184
00070,2.556762490210061
00071,1.6109417690052412
00072,1.5855332014566765
00075,2.0143462700511074
00076,2.709791646381258
00078,1.442760366534079
00080,1.9583338665185943
00081,1.7978705790222238
00082,2.466305452846213
00083,2.2530143496779527
00086,1.7912898407853286
00087,1.6307487351880232
00089,2.1996650875016184
00090,2.247996365828895
00093,1.7282286212790028
00094,2.697249089637067
00096,1.9291937811759592
00099,2.237216782891229
00101,1.8194825776882442
00102,2.3128659916456873
00103,1.9828975870626835
00105,1.6454486128280004
00106,2.127255119621825
00107,1.8330842208477685
00110,2.0504433593932907
00112,1.7441897449536037
00114,2.469952188399335
00116,1.6236628992567994
00119,1.541147213613523
00120,1.7525787907236539
00121,3.005412995950366
00123,1.5198438333503617
00124,2.0566500746384277
00125,2.8706957581142745
00126,2.170828024667693
00127,2.0707112448384035
00129,2.1918420899959177
00130,1.5123534571768231
00133,1.6400639645796322
00134,1.27215656194786
00137,1.7286347235997048
00138,2.1578833948055083
00139,1.8626699235959265
00140,1.5612620455314135
00141,2.827307053458956
00143,1.7225584802233302
00144,1.8234640447786026
00146,1.5100840211234021
00147,1.7371298106904447
00149,1.701768524025976
00150,1.4191709486316424
00151,1.5807620960256117
00152,1.4811439881437984
00154,2.074789817771851
00155,2.604874112775879
00156,1.5431788806901428
00157,2.49452806559339
00158,2.891113124972966
00159,1.5205533340727413
00160,2.1444018745733886
00161,1.5366030532164376
00162,1.8145056974582392
00165,1.4460560692529103
00166,1.4905793147769149
00167,1.4073018942946787
00168,1.790613732119923
00171,1.6071415690725834
00172,2.0089099616555623
00173,2.4230713347180513
00174,1.9928519933101516
00178,1.820523765351079
00180,1.9348872086496332
00181,2.754168053364866
00182,2.4622176796463955
00183,1.4614181054941584
00185,1.488846165535515
00186,1.9639109611654313
00187,1.5476643418198788
00188,2.2316955670643672
00189,2.0787748105617188
00191,2.9615107373351184
00193,2.463202095702783
00196,2.39242012395135
00197,1.5879371888467768
00198,1.8227503438835737
00199,1.7019267149459687
00200,1.4399050737178134
00201,1.3352101662140783
00204,1.8551668674182966
00205,1.3564271698795884
00209,1.307153041886241
00210,1.685584800783151
00211,1.5383200766986265
00212,1.9520963262222424
00216,2.028244024173532
00217,2.026523243940842
00218,1.4113511025787449
00222,2.028434650956123
00223,2.2838457090940074
00225,2.481166229049881
00226,2.467628244844712
00228,1.667706301594613
00231,2.7557659159164576
00232,1.7054856734742176
00233,1.7722486308556327
00234,1.4011259720233245
00235,1.6991640012910365
00236,1.6974807273955872
00238,2.928566040031239
00239,2.308192557288258
00240,1.9838683816436327
00241,1.5521260795780747
00244,1.5322135055134034
00246,2.888653829645677
00247,2.643980729968602
00248,1.9474296574257077
00249,2.6972686103472023
00252,1.4507359682250605
00253,1.4141721157541038
00254,1.5232871500239193
00255,1.922853549258012
00256,2.574963500499075
00257,1.5656690974290273
00258,1.8776529844296288
00259,1.8036624302396875
00260,1.5487353308018559
00261,1.9736336410305706
00262,1.7496741784059122
00264,2.130907587630501
00265,2.2438299031661133
00267,1.9722361414120646
00269,1.9018746341017676
00271,2.1324100576272094
00272,1.337119673725457
00273,1.6363313091404548
00274,2.0527110956090606
00276,2.5687255304843397
00279,1.5709597772528339
00280,1.6258284598811361
00281,1.6194911347618053
00282,1.5343539513712006
00284,1.8176859432160475
00287,2.289899588286438
00288,1.3881132191831471
00290,1.592319844237269
00291,1.7941969409937073
00292,1.587836729787818
00293,2.5385287447615514
00294,1.6336346719635235
00296,1.569225898841133
00297,2.800956219856394
00298,2.133196380793535
00299,1.8463909669732896
00302,2.103711597486604
00303,1.4202393283867227
00304,1.7645014200166436
00306,1.6815937941606396
00307,2.6434385870322976
00309,2.244131922963098
00310,1.566908899056611
00312,2.043182141904869
00313,2.0387513321288284
00316,1.5349000322897222
00317,1.494952426464812
00318,1.5048616649063864
00320,1.7605280107335624
00322,1.7422683947116953
00323,1.9289985948456343
00324,2.518420062966957
00325,2.4108860625415196
00327,1.843901629164818
00328,1.9752837905937977
00329,2.084249724540489
00331,3.0591624857218633
00332,1.5306372508485304
00333,2.045744845432856
00337,1.9709709864854386
00340,2.1485342779824816
00341,1.6061415515075674
00342,2.1290488544884405
00343,1.5626559211972328
00344,2.528044475125048
00345,2.5006390544228507
00348,2.8361240100429392
00349,2.15659000277931
00350,1.3883182516761396
00351,2.2087807766404737
00352,2.0855434858192923
00354,1.917846049283415
00355,2.080929479543726
00356,2.106121845722331
00357,2.3610308504154323
00358,2.122603531477183
00360,2.336924294434311
00361,2.0754579516455953
00362,2.1462480205134344
00363,1.6474301080462388
00366,1.8125985370373607
00367,1.7292698342994473
00369,1.4642190362092236
00370,2.0310309801591684
00371,2.0145127849900604
00373,3.157613062115563
00374,1.8338735521285823
00375,1.7436952147988238
00379,1.407962402448096
00380,2.194962939826542
00381,1.675384254919436
00382,1.559626335538009
00383,2.626240465930378
00385,1.5536128076603937
00386,2.63386968889928
00388,2.372845950674345
00389,1.7209321078219555
00390,2.1294145705504914
00392,1.8924163591414913
00395,1.6875855681489906
00398,1.7646704250605503
00402,2.46916394934161
00403,2.196922191101781
00404,1.610981846873234
00406,1.853091042986581
00408,2.3775498817603267
00409,1.5130156591226265
00410,1.5827373103619105
00411,2.1376710928345912
00412,1.9639226320894763
00414,2.7600937286424276
00418,1.9110448929297859
00419,1.627674632368647
00420,1.8642273133077145
00422,2.4318098449929533
00425,2.796273469281018
00427,2.280952402073517
00431,2.2166269350519405
00432,1.5476495674691284
00433,1.8628382728097117
00436,1.5121988855860369
00438,1.6109159441730505
00440,2.836169906784845
00441,2.325480711932895
00442,1.5712700838056972
00443,2.268540919349439
00444,1.7781068846563328
00447,2.582846410227667
00448,2.4750853563966033
00450,1.4743539931765346
00451,2.82528796931879
00452,1.7283793541204764
00453,2.203353716427436
00457,1.5664952009665805
00458,1.9072769135768144
00461,2.5644265779342983
00462,2.1062615686067225
00464,1.4902183932644464
00465,2.2226260445162613
00466,3.0612689421829984
00470,2.03388731283321
00471,1.8686010597743405
00473,1.553149135947797
00474,2.181016558072758
00475,1.5032599927645538
00476,1.890411217093858
00477,1.471495881905146
00479,1.9815350134018286
00480,1.3942640171037937
00481,2.505146657918967
00483,1.714463870050098
00488,1.9588358524044385
00489,2.1841967297099756
00490,2.628529221153511
00491,2.0017244107408527
00494,2.7489449733695746
00495,1.6529982717349145
00496,1.7679400125894993
00497,1.624506256638803
00499,1.801998345367875
00500,1.492652630345763
00502,1.7303370104841962
00503,1.6600255175853786
00504,1.6982078455733698
00505,1.7578977441887724
00506,1.777517291663236
00507,1.684297562390607
00508,2.5888047060467496
00509,1.6639825625700002
00510,1.9372325890966844
00511,2.286972517703343
00512,1.889312742978174
00513,2.4561622907077454
00515,2.851065087675724
00517,1.3667572303250581
00519,1.6373467762618608
00520,1.7737124400619457
00523,2.6562137650398387
00524,1.5379769377310817
00526,2.9219552414548806
00527,1.7971600314406977
00528,2.066088602047742
00529,2.2261838531725577
00530,1.9533759593807902
00533,1.5837437791523623
00534,1.5243988274594613
00537,2.189187645993219
00538,2.1435220833241386
00539,1.9724752065234061
00540,1.935194134678388
00542,2.3774299097767977
00545,2.927745131574026
00547,2.0125748720779626
00549,1.9499617193606278
00550,1.3727826568836974
00551,2.627016657241545
00553,2.5471363117228054
00559,1.6960065196464926
00560,2.6654168309610657
00561,2.80325733287749
00562,1.3557071554544726
00564,1.9837325548776823
00570,2.118183304609608
00571,1.8926843834017004
00573,2.9980503223762134
00574,1.8847168128647847
00576,1.7808967147609036
00578,2.526814240091249
00582,1.8073318988253755
00584,2.997345433080997
00586,1.5277601814283832
00587,1.7340915129991525
00588,1.9925988972772464
00589,1.6851723777380494
00590,1.64794175450157
00591,2.019568177768841
00592,2.3475174770809883
00594,1.3684987187807172
00595,2.360724175009485
00596,3.192139507343714
00598,2.2269223699301217
00600,2.1414346492838283
00601,1.8576361072345666
00602,2.179500395063087
00603,1.7704676587600332
00604,1.3240797302907246
00605,2.147482108923256
00606,1.2832059912500076
00607,1.7498377471950821
00608,1.6619757146892782
00609,2.180339945256234
00610,2.007948173399223
00611,1.4000389107560054
00613,2.394776869125764
00614,1.5617175332219488
00615,1.6059734565838415
00617,2.0089415060311744
00620,2.30573320380198
00621,1.72955164376527
00622,2.1891892620726705
00626,1.7575595881476018
00628,1.697622568335472
00629,2.233063983227337
00630,1.4414100573828825
00632,3.012446607204344
00633,2.7834880796267036
00635,1.3345642348189537
00639,1.5858811410575269
00640,1.6149037225096232
00641,1.619524558366476
00642,1.5182907392004517
00643,1.7063161050537472
00646,3.0839020221448337
00648,2.470945406499707
00650,2.736000955688449
00652,1.8077787757216934
00653,2.535790236426393
00654,2.1013029542856785
00655,3.142734995834837
00656,2.0430961963335292
00657,1.5246637972319441
00659,1.9255553590872163
00660,1.856736493228003
00662,2.2622632001417355
00664,1.445759542133837
00665,1.8277927206463145
00667,2.0646763200674845
00669,1.3428904275976814
00673,2.6870417638027053
00674,1.486465018457863
00679,1.6370495910188398
00681,1.6103604495453419
00684,1.9979983663113938
00685,1.786501384534334
00686,2.1127244057730263
00687,1.6730770047326669
00688,2.41488217576165
00689,1.7712721099189699
00692,2.0895194752238617
00693,2.3565721255445724
00694,2.4127422863194727
00696,2.532746483973633
00698,1.480981498630551
00702,2.076779225072884
00703,2.1665385587356614
00704,2.5220823872613236
00705,2.0347736613819296
00706,1.405535969924717
00708,1.7279851591286182
00709,2.198685511978575
00712,1.5746736639087089
00715,1.8682710474537851
00716,1.53248107756
00717,2.2690448039924016
00718,1.5679693265921621
00720,2.4609128317513576
00721,2.00684109739505
00723,2.802611164841841
00724,2.244251780732604
00725,2.268323569209622
00727,1.910269874208288
00728,1.490375765702469
00729,2.5440126175818008
00730,1.481350750008207
00731,1.718984995098591
00732,2.1531800581947222
00733,1.672541440060692
00734,1.8372469832661462
00736,1.9827399484420674
00739,2.0566635702959446
00740,1.6237028424790898
00742,1.539106892140591
00743,2.2941314583471826
00744,1.9077721723787797
00745,2.8046794233492194
00748,1.761274542544687
