NACA408
1.000000 -0.000000
0.989899 0.000972
0.979798 0.001932
0.969697 0.002880
0.959596 0.003815
0.949495 0.004739
0.939394 0.005651
0.929293 0.006551
0.919192 0.007441
0.909091 0.008319
0.898990 0.009187
0.888889 0.010043
0.878788 0.010890
0.868687 0.011726
0.858586 0.012551
0.848485 0.013367
0.838384 0.014172
0.828283 0.014968
0.818182 0.015754
0.808081 0.016530
0.797980 0.017296
0.787879 0.018052
0.777778 0.018799
0.767677 0.019536
0.757576 0.020264
0.747475 0.020981
0.737374 0.021690
0.727273 0.022388
0.717172 0.023076
0.707071 0.023755
0.696970 0.024424
0.686869 0.025083
0.676768 0.025731
0.666667 0.026370
0.656566 0.026998
0.646465 0.027615
0.636364 0.028222
0.626263 0.028817
0.616162 0.029402
0.606061 0.029975
0.595960 0.030537
0.585859 0.031087
0.575758 0.031625
0.565657 0.032150
0.555556 0.032663
0.545455 0.033163
0.535354 0.033649
0.525253 0.034122
0.515152 0.034580
0.505051 0.035025
0.494949 0.035454
0.484848 0.035868
0.474747 0.036266
0.464646 0.036647
0.454545 0.037012
0.444444 0.037359
0.434343 0.037689
0.424242 0.037999
0.414141 0.038291
0.404040 0.038562
0.393939 0.038813
0.383838 0.039043
0.373737 0.039250
0.363636 0.039434
0.353535 0.039595
0.343434 0.039730
0.333333 0.039840
0.323232 0.039922
0.313131 0.039977
0.303030 0.040003
0.292929 0.039998
0.282828 0.039962
0.272727 0.039892
0.262626 0.039787
0.252525 0.039646
0.242424 0.039467
0.232323 0.039247
0.222222 0.038986
0.212121 0.038679
0.202020 0.038326
0.191919 0.037922
0.181818 0.037465
0.171717 0.036951
0.161616 0.036376
0.151515 0.035736
0.141414 0.035025
0.131313 0.034237
0.121212 0.033365
0.111111 0.032400
0.101010 0.031331
0.090909 0.030146
0.080808 0.028827
0.070707 0.027352
0.060606 0.025690
0.050505 0.023800
0.040404 0.021613
0.030303 0.019020
0.020202 0.015805
0.010101 0.011413
0.000000 0.000000
0.010101 -0.011413
0.020202 -0.015805
0.030303 -0.019020
0.040404 -0.021613
0.050505 -0.023800
0.060606 -0.025690
0.070707 -0.027352
0.080808 -0.028827
0.090909 -0.030146
0.101010 -0.031331
0.111111 -0.032400
0.121212 -0.033365
0.131313 -0.034237
0.141414 -0.035025
0.151515 -0.035736
0.161616 -0.036376
0.171717 -0.036951
0.181818 -0.037465
0.191919 -0.037922
0.202020 -0.038326
0.212121 -0.038679
0.222222 -0.038986
0.232323 -0.039247
0.242424 -0.039467
0.252525 -0.039646
0.262626 -0.039787
0.272727 -0.039892
0.282828 -0.039962
0.292929 -0.039998
0.303030 -0.040003
0.313131 -0.039977
0.323232 -0.039922
0.333333 -0.039840
0.343434 -0.039730
0.353535 -0.039595
0.363636 -0.039434
0.373737 -0.039250
0.383838 -0.039043
0.393939 -0.038813
0.404040 -0.038562
0.414141 -0.038291
0.424242 -0.037999
0.434343 -0.037689
0.444444 -0.037359
0.454545 -0.037012
0.464646 -0.036647
0.474747 -0.036266
0.484848 -0.035868
0.494949 -0.035454
0.505051 -0.035025
0.515152 -0.034580
0.525253 -0.034122
0.535354 -0.033649
0.545455 -0.033163
0.555556 -0.032663
0.565657 -0.032150
0.575758 -0.031625
0.585859 -0.031087
0.595960 -0.030537
0.606061 -0.029975
0.616162 -0.029402
0.626263 -0.028817
0.636364 -0.028222
0.646465 -0.027615
0.656566 -0.026998
0.666667 -0.026370
0.676768 -0.025731
0.686869 -0.025083
0.696970 -0.024424
0.707071 -0.023755
0.717172 -0.023076
0.727273 -0.022388
0.737374 -0.021690
0.747475 -0.020981
0.757576 -0.020264
0.767677 -0.019536
0.777778 -0.018799
0.787879 -0.018052
0.797980 -0.017296
0.808081 -0.016530
0.818182 -0.015754
0.828283 -0.014968
0.838384 -0.014172
0.848485 -0.013367
0.858586 -0.012551
0.868687 -0.011726
0.878788 -0.010890
0.888889 -0.010043
0.898990 -0.009187
0.909091 -0.008319
0.919192 -0.007441
0.929293 -0.006551
0.939394 -0.005651
0.949495 -0.004739
0.959596 -0.003815
0.969697 -0.002880
0.979798 -0.001932
0.989899 -0.000972
1.000000 0.000000
